Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Neighborhood,Bldg Type,House Style,Year Built,Year Remod/Add,Garage Cars,Mo Sold,Yr Sold,Sale Condition,SalePrice
1463,0907260010,060,RL,,11250,CollgCr,1Fam,2Story,2002,2002,2,5,2008,Normal,255900
1464,0907262030,060,RL,65,8158,CollgCr,1Fam,2Story,2003,2003,2,7,2008,Normal,224900
1465,0907262060,060,RL,41,10905,CollgCr,1Fam,2Story,2003,2003,2,8,2008,Normal,240000
1466,0907262070,060,RL,72,7226,CollgCr,1Fam,2Story,2003,2003,2,6,2008,Normal,183000
1467,0907265100,060,RL,96,11690,CollgCr,1Fam,2Story,1999,2000,2,6,2008,Normal,207000
1468,0907285080,060,RL,70,8750,CollgCr,1Fam,2Story,1994,1995,2,7,2008,Normal,210000
1469,0907290150,120,RM,37,4435,CollgCr,TwnhsE,1Story,2003,2003,2,3,2008,Normal,136500
1470,0907290250,120,RM,,4426,CollgCr,TwnhsE,1Story,2004,2004,2,2,2008,Normal,145000
1471,0907295020,020,RL,75,13125,CollgCr,1Fam,1Story,1997,1998,2,4,2008,Normal,208900
1472,0907295100,090,RM,83,10126,CollgCr,Duplex,SFoyer,1997,1998,3,7,2008,Abnorml,185000
1473,0907405020,020,RL,70,9135,CollgCr,1Fam,1Story,2002,2003,2,12,2008,Normal,214000
1474,0907405140,060,RL,65,8450,CollgCr,1Fam,2Story,2003,2003,2,2,2008,Normal,208500
1475,0907412040,020,RL,75,9750,CollgCr,1Fam,1Story,2004,2004,2,6,2008,Normal,186500
1476,0907412070,020,RL,65,8450,CollgCr,1Fam,1Story,2004,2004,2,4,2008,Normal,210000
1477,0907412080,060,RL,64,8320,CollgCr,1Fam,2Story,2004,2004,2,9,2008,Normal,185900
1478,0907412090,020,RL,85,11049,CollgCr,1Fam,1Story,2007,2007,2,1,2008,Normal,179900
1479,0907418010,020,RL,85,11058,CollgCr,1Fam,1Story,2007,2007,3,2,2008,Normal,218836
1480,0907418040,020,RL,74,9627,CollgCr,1Fam,1Story,2007,2007,2,6,2008,Normal,193000
1481,0907420080,060,RL,63,8199,CollgCr,1Fam,2Story,2005,2005,2,10,2008,Normal,189000
1482,0907425010,120,RM,,4426,CollgCr,TwnhsE,1Story,2004,2004,2,5,2008,Normal,149300
1483,0907425015,120,RM,,4426,CollgCr,TwnhsE,1Story,2004,2004,2,5,2008,Normal,141000
1484,0907425030,120,RM,,4438,CollgCr,TwnhsE,1Story,2004,2004,2,1,2008,Normal,149000
1485,0907425035,120,RM,,4438,CollgCr,TwnhsE,1Story,2004,2004,2,6,2008,Normal,144500
1486,0908102030,030,RL,67,8777,Edwards,1Fam,1Story,1910,1950,0,5,2008,Normal,85000
1487,0908102040,090,RL,67,8777,Edwards,Duplex,1.5Fin,1900,2003,0,9,2008,Normal,145900
1488,0908102140,020,RL,75,9825,Edwards,1Fam,1Story,1966,1966,1,4,2008,Abnorml,123000
1489,0908102260,020,RL,75,9937,Edwards,1Fam,1Story,1965,1965,1,6,2008,Normal,147500
1490,0908103260,085,RL,64,12102,Edwards,1Fam,SFoyer,1976,1976,2,4,2008,Family,165000
1491,0908103280,020,RL,65,6500,Edwards,1Fam,1Story,1976,1976,2,5,2008,Normal,135000
1492,0908127120,030,RL,63,13907,Edwards,1Fam,1Story,1940,1969,0,7,2008,Normal,108000
1493,0908128050,085,RL,90,10012,Edwards,1Fam,SFoyer,1972,1972,2,4,2008,Normal,137500
1494,0908128110,060,RL,60,6931,Edwards,1Fam,2Story,2003,2004,2,7,2008,Normal,165400
1495,0908151040,080,RL,,9638,Edwards,1Fam,SLvl,1977,1977,2,11,2008,Normal,147000
1496,0908152110,060,RL,72,7200,Edwards,1Fam,2Story,1976,2001,2,2,2008,Normal,160500
1497,0908152270,020,RL,60,7024,Edwards,1Fam,1Story,2005,2005,2,6,2008,Normal,176000
1498,0908154080,020,RL,123,47007,Edwards,1Fam,1Story,1959,1996,2,7,2008,Normal,284700
1499,0908154235,060,RL,313,63887,Edwards,1Fam,2Story,2008,2008,2,1,2008,Partial,160000
1500,0908186040,180,RM,35,3675,Edwards,TwnhsE,SLvl,2005,2005,2,6,2008,Normal,148000
1501,0908201100,090,RL,65,6040,Edwards,Duplex,1Story,1955,1955,0,6,2008,AdjLand,82000
1502,0908201110,090,RL,65,6012,Edwards,Duplex,1Story,1955,1955,0,6,2008,AdjLand,82000
1503,0908201120,090,RL,92,12108,Edwards,Duplex,1Story,1955,1955,0,9,2008,Normal,118000
1504,0908204160,090,RL,74,6845,Edwards,Duplex,1Story,1955,1955,0,7,2008,Normal,82500
1505,0908225170,190,RL,56,6931,Edwards,2fmCon,1Story,1955,1955,0,5,2008,Normal,91900
1506,0908226120,050,RL,60,12180,Edwards,1Fam,1.5Fin,1938,2007,0,1,2008,Family,120000
1507,0908250040,050,RL,57,8050,Edwards,1Fam,1.5Fin,1947,1993,0,4,2008,Normal,96000
1508,0908250090,020,RL,68,9520,Edwards,1Fam,1Story,1953,1953,1,5,2008,Normal,99000
1509,0908275130,050,RL,70,11767,Edwards,1Fam,1.5Fin,1946,1995,1,5,2008,Normal,130500
1510,0908275180,050,RL,60,8172,Edwards,1Fam,1.5Fin,1954,1972,1,5,2008,Normal,135000
1511,0908275280,050,RL,59,16466,Edwards,1Fam,1.5Fin,1955,1955,1,4,2008,Normal,135500
1512,0908276140,080,RL,62,7692,Edwards,1Fam,SLvl,1954,1954,1,11,2008,Abnorml,100000
1513,0909100150,030,RL,67,5142,Edwards,1Fam,1.5Fin,1923,2008,1,6,2008,Normal,108000
1514,0909100170,030,RL,67,5604,Edwards,1Fam,1Story,1925,1950,0,4,2008,Normal,98000
1515,0909101060,030,RL,45,8248,Edwards,1Fam,1Story,1914,1950,0,9,2008,Normal,67000
1516,0909101180,190,RL,55,5687,SWISU,2fmCon,2Story,1912,2000,0,3,2008,Normal,135900
1517,0909131170,070,RH,,12155,SWISU,1Fam,2Story,1925,1950,1,3,2008,Normal,140000
1518,0909175050,075,RL,60,8400,SWISU,1Fam,2.5Fin,1939,1997,1,7,2008,Normal,179500
1519,0909175100,050,RL,60,8400,SWISU,1Fam,1.5Fin,1925,1950,2,6,2008,Normal,136500
1520,0909177120,030,RL,60,7290,SWISU,1Fam,1Story,1921,1950,1,4,2008,Normal,168000
1521,0909201110,070,RH,55,8525,SWISU,1Fam,2Story,1911,1950,0,11,2008,Abnorml,130000
1522,0909250040,070,RL,51,9842,SWISU,1Fam,2Story,1921,1998,2,5,2008,Normal,189000
1523,0909250230,090,RL,64,7804,SWISU,Duplex,2.5Unf,1930,1950,2,7,2008,Abnorml,161900
1524,0909251080,070,RL,66,8969,Crawfor,1Fam,2Story,1926,1950,1,7,2008,Normal,145000
1525,0909251090,070,RL,79,11526,Crawfor,1Fam,2.5Fin,1922,1994,2,9,2008,Normal,191000
1526,0909252110,070,RL,63,15576,Crawfor,1Fam,2Story,1915,1976,1,3,2008,Normal,177000
1527,0909252220,050,RL,63,15564,Crawfor,1Fam,1.5Fin,1914,1995,2,1,2008,Normal,147500
1528,0909253190,030,RL,52,6292,SWISU,1Fam,1Story,1930,1950,1,4,2008,Normal,91000
1529,0909254050,070,RL,54,7609,Crawfor,1Fam,2Story,1925,1997,1,6,2008,Normal,231000
1530,0909256060,050,RL,51,10480,SWISU,1Fam,1.5Fin,1936,1950,1,3,2008,Normal,115000
1531,0909275040,070,RL,,9650,Crawfor,1Fam,2Story,1923,1950,2,6,2008,Normal,138000
1532,0909275050,070,RL,60,7200,Crawfor,1Fam,2Story,1931,2000,1,2,2008,Normal,149000
1533,0909276170,070,RL,74,11988,Crawfor,1Fam,2Story,1934,1995,1,8,2008,Normal,188700
1534,0909277040,050,RL,,11700,Crawfor,1Fam,1.5Fin,1937,1995,1,7,2008,Normal,198000
1535,0909277070,050,RL,,9260,Crawfor,1Fam,1.5Fin,1938,1950,1,3,2008,Normal,110000
1536,0909281030,020,RL,79,7801,Crawfor,1Fam,1Story,1951,1951,1,5,2008,Normal,104000
1537,0909281110,070,RL,100,9670,Crawfor,1Fam,2Story,1935,1950,2,6,2008,Alloca,257076
1538,0909282030,050,RL,,14100,Crawfor,1Fam,1.5Fin,1935,1997,3,5,2008,Normal,381000
1539,0909425010,050,RL,,15660,Crawfor,1Fam,1.5Fin,1939,2006,2,5,2008,Normal,311500
1540,0909425085,050,RL,70,12392,Crawfor,1Fam,1.5Fin,1950,2000,2,4,2008,Normal,263400
1541,0909428170,020,RL,56,26073,Crawfor,1Fam,1Story,1956,1956,2,4,2008,Normal,236500
1542,0909428190,020,RL,,14778,Crawfor,1Fam,1Story,1954,2006,2,11,2008,Normal,224000
1543,0909451020,160,RM,24,1879,Blueste,Twnhs,2Story,1980,1980,2,12,2008,Normal,116500
1544,0909451150,160,RM,24,1950,Blueste,Twnhs,2Story,1980,1980,2,7,2008,Normal,151000
1545,0910200080,030,RM,50,7000,IDOTRR,1Fam,1Story,1926,1998,1,7,2008,Normal,126000
1546,0910201130,050,RM,60,6000,IDOTRR,1Fam,1.5Fin,1940,2006,1,7,2008,Normal,120000
1547,0910202050,030,RM,40,3636,IDOTRR,1Fam,1Story,1922,1950,0,1,2008,Normal,55000
1548,0910202100,030,RM,,5890,IDOTRR,1Fam,1Story,1930,2007,1,6,2008,Normal,120500
1549,0910203020,030,RM,71,6900,IDOTRR,1Fam,1Story,1940,1955,1,2,2008,Normal,120500
1550,0910203090,050,RM,58,8155,IDOTRR,1Fam,1.5Fin,1930,1950,0,7,2008,Normal,119000
1551,0910205010,080,RM,75,6000,IDOTRR,1Fam,SLvl,1967,1967,1,7,2008,Normal,126000
1552,0910206110,030,RM,60,7392,IDOTRR,1Fam,1Story,1930,1995,1,5,2008,Normal,99500
1553,0910226040,050,RM,75,9000,IDOTRR,1Fam,1.5Fin,1958,1958,1,1,2008,Normal,165500
1554,0910251050,020,A (agr),80,14584,IDOTRR,1Fam,1Story,1952,1952,2,2,2008,Abnorml,13100
1555,0911102090,070,C (all),60,5280,IDOTRR,1Fam,2Story,1895,1950,1,7,2008,Normal,89000
1556,0911102170,070,C (all),50,8500,IDOTRR,1Fam,2Story,1920,1950,1,7,2008,Normal,40000
1557,0911102180,050,C (all),52,5150,IDOTRR,1Fam,1.5Fin,1910,2000,1,5,2008,Normal,80900
1558,0911226010,030,C (all),120,18000,IDOTRR,1Fam,1Story,1935,1950,3,8,2008,Normal,81000
1559,0911226030,070,C (all),60,9000,IDOTRR,1Fam,2Story,1920,1950,1,6,2008,Normal,65000
1560,0911370410,120,RM,64,5587,Crawfor,TwnhsE,1Story,2008,2008,2,11,2008,Partial,392500
1561,0911370490,120,RM,44,3843,Crawfor,TwnhsE,1Story,2007,2008,2,8,2008,Partial,294464
1562,0911370520,120,RM,44,3811,Crawfor,TwnhsE,1Story,2004,2005,2,7,2008,Normal,250000
1563,0911370540,120,RM,44,3842,Crawfor,TwnhsE,1Story,2004,2005,2,1,2008,Normal,275000
1564,0914453045,020,RL,,23730,Mitchel,1Fam,1Story,1996,1997,3,9,2008,Normal,300000
1565,0914465060,020,RL,,13265,Mitchel,1Fam,1Story,2002,2002,3,7,2008,Normal,271000
1566,0914467050,060,RL,,11050,Mitchel,1Fam,2Story,1996,1997,3,9,2008,Normal,213000
1567,0914475020,080,RL,76,9880,Mitchel,1Fam,SLvl,1977,1977,1,7,2008,Normal,171000
1568,0914476010,020,RL,75,10125,Mitchel,1Fam,1Story,1977,1977,2,2,2008,Normal,171500
1569,0914476080,090,RL,76,10260,Mitchel,Duplex,2Story,1976,1976,2,11,2008,Abnorml,100000
1570,0914476450,020,RL,74,9990,Mitchel,1Fam,1Story,1991,1991,2,7,2008,Normal,228500
1571,0916125425,190,RL,,164660,Timber,2fmCon,1.5Fin,1965,1965,2,8,2008,Normal,228950
1572,0916226030,120,RL,42,4084,Timber,TwnhsE,1Story,1986,1986,2,7,2008,Normal,241500
1573,0916325080,020,RL,,15498,Timber,1Fam,1Story,1976,1976,2,5,2008,Abnorml,287000
1574,0916380060,020,RL,74,11563,Timber,1Fam,1Story,2006,2007,3,4,2008,Normal,294000
1575,0916382120,020,RL,71,9520,Timber,1Fam,1Story,2007,2008,3,4,2008,Partial,293077
1576,0916384100,060,RL,107,12852,Timber,1Fam,2Story,2007,2007,2,1,2008,Partial,264966
1577,0916386040,080,RL,73,9802,Timber,1Fam,SLvl,2006,2007,2,4,2008,Normal,172500
1578,0916386080,080,RL,73,9735,Timber,1Fam,SLvl,2006,2007,2,5,2008,Normal,167500
1579,0916386180,060,RL,81,12018,Timber,1Fam,2Story,2008,2008,3,10,2008,Partial,218689
1580,0916402015,020,RL,75,12890,Timber,1Fam,1Story,1989,1989,2,7,2008,Normal,150000
1581,0916402115,020,RL,47,12416,Timber,1Fam,1Story,1986,1986,2,11,2008,Normal,184000
1582,0916402215,020,RL,93,18265,Timber,1Fam,1Story,1986,1986,2,3,2008,Normal,180000
1583,0916403230,080,RL,85,10200,Timber,1Fam,SLvl,1988,1989,2,8,2008,Abnorml,175000
1584,0916455120,020,RL,82,11202,Timber,1Fam,1Story,2003,2003,2,6,2008,Normal,232500
1585,0916460060,020,RL,,7915,Timber,1Fam,1Story,1999,2000,2,12,2008,Normal,195000
1586,0916477020,060,RL,85,12244,Timber,1Fam,2Story,2003,2003,3,8,2008,Normal,305000
1587,0921126030,020,RL,79,11449,Timber,1Fam,1Story,2007,2007,2,1,2008,Normal,298751
1588,0921201060,020,RL,85,11447,Timber,1Fam,1Story,2005,2006,3,6,2008,Normal,370000
1589,0923202005,090,RM,97,8940,Mitchel,Duplex,SFoyer,1997,1998,4,11,2008,Alloca,209200
1590,0923202015,090,RM,78,7060,Mitchel,Duplex,SFoyer,1997,1998,4,11,2008,Alloca,206300
1591,0923202137,020,RL,77,9278,Mitchel,1Fam,1Story,2007,2008,0,2,2008,Abnorml,146000
1592,0923203140,120,RM,32,4500,Mitchel,TwnhsE,1Story,1997,1997,2,4,2008,Normal,160500
1593,0923204040,085,RL,150,14137,Mitchel,1Fam,SFoyer,1964,1964,3,11,2008,Normal,173000
1594,0923225080,120,RM,,4224,MeadowV,TwnhsE,1Story,1975,1975,2,6,2008,Normal,124000
1595,0923225150,160,RM,,2665,MeadowV,TwnhsE,2Story,1976,1976,1,6,2008,Normal,115000
1596,0923225200,160,RM,41,2665,MeadowV,TwnhsE,2Story,1976,1976,1,5,2008,Normal,129500
1597,0923225310,180,RM,21,1974,MeadowV,Twnhs,SFoyer,1973,2006,1,6,2008,Normal,105000
1598,0923225370,180,RM,21,1596,MeadowV,Twnhs,SLvl,1973,1973,1,7,2008,Normal,94900
1599,0923227030,020,RL,,17979,Mitchel,1Fam,1Story,1968,1968,1,2,2008,Normal,152500
1600,0923228080,160,RM,21,1477,MeadowV,Twnhs,2Story,1970,2007,0,3,2008,Normal,98000
1601,0923228420,180,RM,21,1890,MeadowV,Twnhs,SFoyer,1972,1972,0,6,2008,Normal,81000
1602,0923250210,020,RL,100,21750,Mitchel,1Fam,1Story,1954,1954,2,2,2008,Normal,113000
1603,0923252100,020,RL,59,6490,Mitchel,1Fam,1Story,1983,1983,1,4,2008,Normal,128500
1604,0923275090,020,RL,37,6951,Mitchel,1Fam,1Story,1984,1985,1,10,2008,Normal,119500
1605,0923277030,020,RL,60,6600,Mitchel,1Fam,1Story,1982,2008,1,10,2008,Normal,130500
1606,0923277040,020,RL,60,6600,Mitchel,1Fam,1Story,1982,2003,2,6,2008,Normal,138000
1607,0923277080,020,RL,60,6600,Mitchel,1Fam,1Story,1982,2005,1,7,2008,Normal,134500
1608,0923400040,050,RL,75,12508,Mitchel,1Fam,1.5Fin,1940,1985,1,7,2008,Normal,160000
1609,0923426010,020,RL,74,12395,Mitchel,1Fam,1Story,1984,1984,2,4,2008,Normal,137500
1610,0924100020,060,RL,,11075,Mitchel,1Fam,2Story,1969,1969,2,9,2008,Normal,172000
1611,1007100110,070,I (all),,56600,IDOTRR,1Fam,2.5Unf,1900,1950,1,1,2008,Normal,103000
1612,0526352080,020,RL,85,10667,NAmes,1Fam,1Story,1971,1971,2,3,2007,Normal,167300
1613,0526352090,020,RL,85,10628,NAmes,1Fam,1Story,1970,1970,2,4,2007,Normal,167000
1614,0526355170,020,RL,95,13651,NAmes,1Fam,1Story,1973,1973,2,2,2007,Normal,244000
1615,0526355190,020,RL,95,15865,NAmes,1Fam,1Story,1970,1970,2,10,2007,Normal,268000
1616,0527105140,060,RL,,12394,Gilbert,1Fam,2Story,2003,2003,2,10,2007,Family,225000
1617,0527107040,060,RL,,10364,Gilbert,1Fam,2Story,1995,1996,2,5,2007,Normal,168000
1618,0527110080,060,RL,,13869,Gilbert,1Fam,2Story,1997,1997,2,7,2007,Normal,177000
1619,0527110120,060,RL,57,8773,Gilbert,1Fam,2Story,1997,1997,2,8,2007,Normal,169000
1620,0527110130,080,RL,56,8872,Gilbert,1Fam,SLvl,1997,1997,2,3,2007,Normal,161500
1621,0527126030,120,RL,41,5330,StoneBr,TwnhsE,1Story,2000,2000,2,8,2007,Normal,251000
1622,0527158090,080,RL,,10147,Gilbert,1Fam,SLvl,1994,1994,2,3,2007,Normal,160000
1623,0527161090,060,RL,,8637,Gilbert,1Fam,2Story,1999,2000,2,4,2007,Abnorml,180000
1624,0527162080,060,RL,63,7875,Gilbert,1Fam,2Story,1996,1996,2,8,2007,Normal,178750
1625,0527162090,020,RL,63,7875,Gilbert,1Fam,1Story,1995,1996,2,6,2007,Normal,176000
1626,0527162140,060,RL,60,7500,Gilbert,1Fam,2Story,1999,2003,2,8,2007,Normal,204000
1627,0527163080,020,RL,,9556,Gilbert,1Fam,1Story,1992,1993,2,8,2007,Normal,160000
1628,0527165020,080,RL,,10784,Gilbert,1Fam,SLvl,1991,1992,2,5,2007,Normal,160000
1629,0527165100,080,RL,,9125,Gilbert,1Fam,SLvl,1992,1992,2,7,2007,Normal,163900
1630,0527165170,060,RL,,7655,Gilbert,1Fam,2Story,1993,1994,2,7,2007,Normal,168000
1631,0527175130,020,RL,160,18160,Gilbert,1Fam,1Story,1964,1964,2,3,2007,Alloca,154204
1632,0527182040,120,RL,,3696,StoneBr,TwnhsE,1Story,1986,1986,2,10,2007,Normal,170000
1633,0527182170,160,RL,,5062,StoneBr,TwnhsE,2Story,1984,1984,2,9,2007,Normal,207500
1634,0527184020,120,RL,38,4740,StoneBr,TwnhsE,1Story,1988,1988,2,10,2007,Normal,182000
1635,0527184110,120,RL,35,5118,StoneBr,TwnhsE,1Story,1990,1990,2,8,2007,Normal,212000
1636,0527210060,020,RL,86,14157,StoneBr,1Fam,1Story,2005,2006,3,7,2007,Normal,377426
1637,0527212060,060,RL,98,12328,StoneBr,1Fam,2Story,2005,2005,3,7,2007,Normal,349265
1638,0527216080,020,RL,52,51974,StoneBr,1Fam,1Story,2006,2007,3,6,2007,Partial,591587
1639,0527226040,190,RL,195,41600,Gilbert,2fmCon,1Story,1969,1990,3,11,2007,Normal,155000
1640,0527252050,120,RL,61,8035,StoneBr,TwnhsE,1Story,2006,2006,2,3,2007,Normal,319900
1641,0527252070,020,RL,60,8089,StoneBr,1Fam,1Story,2007,2007,2,10,2007,Partial,392000
1642,0527256030,020,RL,85,14082,StoneBr,1Fam,1Story,2006,2006,2,1,2007,Normal,441929
1643,0527256040,020,RL,81,13870,StoneBr,1Fam,1Story,2006,2007,3,10,2007,Partial,455000
1644,0527301080,020,RL,,12546,NWAmes,1Fam,1Story,1981,1981,2,4,2007,Normal,182900
1645,0527301280,020,RL,,10960,NWAmes,1Fam,1Story,1984,1984,2,4,2007,Abnorml,174000
1646,0527302020,080,RL,78,12090,NWAmes,1Fam,SLvl,1984,2003,2,1,2007,Abnorml,178000
1647,0527302060,060,RL,78,12090,NWAmes,1Fam,2Story,1981,2003,2,3,2007,Normal,176000
1648,0527302090,020,RL,93,12299,NWAmes,1Fam,1Story,1978,1985,2,9,2007,Normal,213000
1649,0527325090,060,RL,61,11339,NWAmes,1Fam,2Story,1979,1979,2,3,2007,Normal,192000
1650,0527325110,060,RL,92,11952,NWAmes,1Fam,2Story,1977,1977,2,11,2007,Normal,190000
1651,0527327050,060,RL,,12046,NWAmes,1Fam,2Story,1976,1976,2,6,2007,Normal,195000
1652,0527328020,080,RL,,10395,NWAmes,1Fam,SLvl,1978,1978,2,7,2007,Normal,148000
1653,0527328050,020,RL,79,11850,NWAmes,1Fam,1Story,1984,1984,2,8,2007,Normal,151500
1654,0527353080,060,RL,80,11584,NWAmes,1Fam,SLvl,1979,1979,2,11,2007,Normal,197000
1655,0527354050,020,RL,80,10400,NWAmes,1Fam,1Story,1979,1999,2,8,2007,Normal,192350
1656,0527356050,060,RL,80,10793,NWAmes,1Fam,2Story,1969,1969,2,4,2007,Normal,152000
1657,0527357020,020,RL,128,13001,NWAmes,1Fam,1Story,1971,1971,2,9,2007,Normal,170000
1658,0527358060,020,RL,70,12243,NWAmes,1Fam,1Story,1971,1971,2,2,2007,Normal,175000
1659,0527359010,060,RL,90,11700,NWAmes,1Fam,2Story,1968,1968,2,6,2007,Normal,175000
1660,0527359080,060,RL,,12384,NWAmes,1Fam,2Story,1976,1976,2,11,2007,Normal,197900
1661,0527359160,080,RL,64,8991,NWAmes,1Fam,SLvl,1976,1976,2,2,2007,Normal,174000
1662,0527377110,060,RL,80,8000,NWAmes,1Fam,2Story,1974,1974,2,11,2007,Normal,178900
1663,0527402090,080,RL,70,10500,NAmes,1Fam,SLvl,1971,2005,1,12,2007,Normal,139000
1664,0527402150,020,RL,,10530,NAmes,1Fam,1Story,1971,1971,2,3,2007,Normal,143250
1665,0527402240,060,RL,,7472,NAmes,1Fam,2Story,1972,2004,2,6,2007,Normal,184000
1666,0527403310,020,RL,63,9457,NAmes,1Fam,1Story,1970,1990,2,9,2007,Normal,155000
1667,0527404050,020,RL,66,7920,NAmes,1Fam,1Story,1970,2002,1,10,2007,Normal,133000
1668,0527404100,020,RL,61,9758,NAmes,1Fam,1Story,1971,1971,1,7,2007,Normal,119500
1669,0527404140,020,RL,70,8294,NAmes,1Fam,1Story,1971,1971,4,6,2007,Normal,123000
1670,0527404150,020,RL,,7340,NAmes,1Fam,1Story,1971,1971,1,6,2007,Normal,110000
1671,0527425025,020,RL,,17199,NAmes,1Fam,1Story,1961,1961,1,7,2007,Normal,128000
1672,0527425140,020,RL,60,9000,NAmes,1Fam,1Story,1971,1971,2,5,2007,Normal,120500
1673,0527427090,120,RH,34,4058,NAmes,TwnhsE,SFoyer,1998,1998,1,6,2007,Normal,133000
1674,0527427160,120,RH,33,4113,NAmes,TwnhsE,1Story,2001,2001,2,7,2007,Normal,155000
1675,0527427200,120,RH,26,10943,NAmes,TwnhsE,1Story,1997,1998,2,10,2007,Normal,177000
1676,0527450030,160,RM,21,2205,BrDale,Twnhs,2Story,1973,1973,1,2,2007,Normal,113500
1677,0527450150,160,RM,21,1890,BrDale,Twnhs,2Story,1973,1973,1,5,2007,Normal,113000
1678,0527450220,160,RM,21,2058,BrDale,Twnhs,2Story,1973,1973,1,12,2007,Normal,113700
1679,0527451020,160,RM,24,2016,BrDale,TwnhsE,2Story,1970,1970,2,4,2007,Normal,106000
1680,0527451170,160,RM,24,1920,BrDale,TwnhsE,2Story,1971,1971,2,8,2007,Normal,122500
1681,0527452100,120,RL,,4928,NPkVill,TwnhsE,1Story,1976,1976,2,2,2007,Normal,128000
1682,0527453010,160,RL,24,2308,NPkVill,TwnhsE,2Story,1976,1976,2,7,2007,Normal,155000
1683,0527455030,120,RL,24,2304,NPkVill,Twnhs,1Story,1978,1978,1,4,2007,Normal,142500
1684,0527455250,020,RL,65,7150,NAmes,1Fam,1Story,1966,1966,1,11,2007,Normal,129250
1685,0528102050,020,RL,96,12469,NridgHt,1Fam,1Story,2006,2007,3,8,2007,Partial,356000
1686,0528102090,020,RL,90,11694,NridgHt,1Fam,1Story,2007,2007,3,7,2007,Partial,314813
1687,0528102100,020,RL,93,12030,NridgHt,1Fam,1Story,2007,2007,3,12,2007,Partial,318000
1688,0528102120,020,RL,91,11825,NridgHt,1Fam,1Story,2006,2007,3,6,2007,Partial,322400
1689,0528102130,020,RL,93,12085,NridgHt,1Fam,1Story,2007,2007,3,11,2007,Partial,318000
1690,0528104010,020,RL,110,14333,NridgHt,1Fam,1Story,2007,2007,3,11,2007,Partial,345474
1691,0528106040,020,RL,107,14450,NridgHt,1Fam,1Story,2006,2007,3,5,2007,Partial,415298
1692,0528106050,060,RL,107,13641,NridgHt,1Fam,2Story,2007,2007,3,12,2007,Partial,492000
1693,0528106060,060,RL,110,13440,NridgHt,1Fam,2Story,2006,2007,3,3,2007,Partial,338931
1694,0528106110,020,RL,105,15431,NridgHt,1Fam,1Story,2005,2006,3,8,2007,Normal,450000
1695,0528108160,060,RL,109,14154,NridgHt,1Fam,2Story,2006,2006,3,8,2007,Partial,280000
1696,0528110040,020,RL,107,13891,NridgHt,1Fam,1Story,2007,2007,3,10,2007,Partial,479069
1697,0528110070,020,RL,110,14226,NridgHt,1Fam,1Story,2006,2006,3,7,2007,Partial,395000
1698,0528110100,060,RL,105,13693,NridgHt,1Fam,2Story,2006,2006,3,3,2007,Normal,380000
1699,0528112150,020,RL,98,11428,NridgHt,1Fam,1Story,2006,2006,3,5,2007,Normal,250000
1700,0528114050,020,RL,110,14977,NridgHt,1Fam,1Story,2006,2007,3,7,2007,Partial,440000
1701,0528118040,060,RL,118,13654,NridgHt,1Fam,2Story,2005,2006,3,5,2007,Normal,418000
1702,0528118050,020,RL,59,17169,NridgHt,1Fam,1Story,2007,2007,3,8,2007,Partial,500067
1703,0528120010,060,RL,134,16659,NridgHt,1Fam,2Story,2007,2008,2,6,2007,Partial,260116
1704,0528120150,060,RL,76,9591,NridgHt,1Fam,2Story,2004,2005,3,10,2007,Normal,317000
1705,0528142050,060,RL,82,9709,NridgHt,1Fam,2Story,2007,2007,3,9,2007,Partial,319500
1706,0528144050,060,RL,86,10562,NridgHt,1Fam,2Story,2007,2007,3,11,2007,Partial,325624
1707,0528150040,020,RL,94,13615,NridgHt,1Fam,1Story,2006,2006,3,6,2007,Normal,372000
1708,0528150110,060,RL,99,13069,NridgHt,1Fam,2Story,2004,2004,3,8,2007,Normal,342000
1709,0528150120,060,RL,99,12099,NridgHt,1Fam,2Story,2004,2004,3,6,2007,Normal,354000
1710,0528166150,060,RL,110,14277,NridgHt,1Fam,2Story,2003,2003,3,1,2007,Normal,350000
1711,0528168040,060,RL,93,11999,NridgHt,1Fam,2Story,2003,2004,3,5,2007,Normal,285000
1712,0528172030,060,RL,,12568,NridgHt,1Fam,2Story,2007,2007,3,8,2007,Partial,281500
1713,0528172050,020,RL,70,9926,NridgHt,1Fam,1Story,2005,2006,3,5,2007,Normal,245700
1714,0528172070,020,RL,71,9254,NridgHt,1Fam,1Story,2005,2005,2,1,2007,Normal,232698
1715,0528172075,060,RL,92,10732,NridgHt,1Fam,2Story,2006,2007,3,2,2007,Partial,250000
1716,0528174010,120,RL,61,7577,NridgHt,TwnhsE,1Story,2005,2006,2,6,2007,Normal,194700
1717,0528174020,120,RL,34,3901,NridgHt,Twnhs,1Story,2005,2006,2,8,2007,Partial,204000
1718,0528174030,120,RL,34,3903,NridgHt,Twnhs,1Story,2005,2006,2,5,2007,Normal,200000
1719,0528174040,120,RL,41,6289,NridgHt,TwnhsE,1Story,2005,2006,2,6,2007,Normal,207000
1720,0528181060,120,RL,34,4590,NridgHt,Twnhs,1Story,2006,2006,2,8,2007,Normal,209500
1721,0528181070,120,RL,34,4590,NridgHt,Twnhs,1Story,2006,2006,2,5,2007,Normal,209500
1722,0528181080,120,RL,44,6442,NridgHt,TwnhsE,1Story,2006,2006,2,10,2007,Normal,202500
